topic_id,keyword_id
12,47
12,529
12,530
12,531
12,532
12,287
12,533
12,534
12,535
12,536
12,537
12,538
12,539
12,540
12,350
12,541
12,542
12,357
12,543
12,544
12,545
12,303
12,546
12,547
12,548
12,549
12,550
12,363
12,551
12,552
12,553
12,554
12,555
12,556
12,366
12,557
12,558
12,319
12,559
12,560
12,561
12,562
12,563
12,564
12,565
12,566
13,567
13,465
13,568
13,569
13,570
13,571
13,572
13,573
13,574
13,575
13,576
13,577
13,578
13,579
13,580
13,581
13,582
13,583
13,584
13,585
13,586
13,587
13,588
13,589
13,590
13,591
13,592
13,593
13,594
13,595
13,596
13,498
13,597
13,598
13,599
13,318
13,600
13,601
13,602
13,603
13,604
13,605
13,606
13,321
13,607
13,608
14,609
14,610
14,611
14,612
14,613
14,614
14,615
14,616
14,617
14,618
14,247
14,619
14,620
14,621
14,622
14,623
14,624
14,625
14,626
14,627
14,628
14,629
14,630
14,631
14,632
14,633
14,634
14,635
14,636
14,592
14,637
14,638
14,639
14,640
14,641
14,642
14,643
14,644
14,645
14,646
14,647
14,648
14,649
14,650
14,651
14,652
14,653
15,654
15,655
15,656
15,657
15,658
15,659
15,660
15,661
15,662
15,663
15,664
15,242
15,665
15,666
15,667
15,668
15,669
15,670
15,671
15,672
15,673
15,674
15,675
15,676
15,677
15,678
15,679
15,680
15,681
15,257
15,682
15,683
15,684
15,685
15,686
15,687
15,688
15,689
15,690
15,691
15,692
15,693
15,694
15,695
15,696
15,697
15,698
15,699
15,700
15,701
15,702
16,703
16,704
16,705
16,706
16,707
16,708
16,709
16,710
16,711
16,712
16,713
16,714
16,715
16,716
16,717
16,718
16,719
16,720
16,721
16,722
16,723
16,724
16,725
16,726
16,727
16,728
16,210
16,729
16,730
16,731
16,732
16,733
16,734
16,735
16,736
16,737
16,173
16,738
16,739
16,740
16,741
16,742
16,743
16,744
16,745
16,746
16,747
16,748
16,749
16,750
16,751
16,752
16,753
16,754
16,755
16,756
16,229
16,757
16,758
16,759
16,760
16,761
16,236
17,762
17,763
17,764
17,765
17,766
17,767
17,768
17,769
17,770
17,771
17,438
17,772
17,773
17,774
17,775
17,776
17,777
17,778
17,779
17,780
17,781
17,396
17,782
17,783
17,784
17,785
17,786
17,787
17,788
17,789
17,790
17,791
17,792
17,793
17,794
17,795
17,796
17,797
17,798
17,799
17,800
17,801
1,802
2,803
2,804
2,805
3,806
3,807
3,808
3,809
3,810
4,811
4,812
5,813
5,814
5,815
5,816
5,817
5,818
5,819
6,820
7,821
8,822
8,823
9,824
9,825
10,826
10,827
10,828
10,829
11,830
13,831
13,832
13,833
14,834
14,835
17,836

